id,name,gender,age,degree,stream,college_name,placement_status,salary,gpa,years_of_experience,10th %,SSC Board,12th %,HSC Board,12th Stream,specialisation,Mtech/MS
615,Jack Garcia,Male,26,Bachelor's,Information Technology,University of Pennsylvania,Not Placed,0,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
616,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of Washington,Placed,67000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
617,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of California--Berkeley,Placed,66000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
618,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of Illinois--Urbana-Champaign,Placed,65000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
619,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of Colorado--Boulder,Placed,66000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
620,Aiden Davis,Male,24,Bachelor's,Computer Science,University of North Carolina--Chapel Hill,Not Placed,0,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
621,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of Maryland--College Park,Placed,63000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
622,Jack Garcia,Male,26,Bachelor's,Information Technology,University of Rochester,Placed,62000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
623,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of California--Santa Cruz,Placed,60000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
624,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of Connecticut,Placed,61000,3.5,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
625,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of California--Riverside,Not Placed,0,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
626,Ava Lee,Female,24,Bachelor's,Information Technology,University of Delaware,Placed,65000,3.7,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
627,Liam Perez,Male,25,Bachelor's,Computer Science,University of California--San Francisco,Placed,66000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
628,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of Texas--Dallas,Placed,63000,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
629,Alexander Lee,Male,26,Bachelor's,Information Technology,University of Virginia,Placed,64000,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
630,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of Michigan--Ann Arbor,Placed,67000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
631,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of Pennsylvania,Not Placed,0,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
632,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of Washington,Placed,67000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
633,Aiden Davis,Male,24,Bachelor's,Computer Science,University of California--Berkeley,Placed,66000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
634,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of Illinois--Urbana-Champaign,Placed,65000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
635,Jack Garcia,Male,26,Bachelor's,Information Technology,University of Colorado--Boulder,Placed,66000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
636,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of North Carolina--Chapel Hill,Not Placed,0,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
637,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of Maryland--College Park,Placed,63000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
638,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of Rochester,Placed,62000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
639,Ava Lee,Female,24,Bachelor's,Information Technology,University of California--Santa Cruz,Placed,60000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
640,Liam Perez,Male,25,Bachelor's,Computer Science,University of Connecticut,Placed,61000,3.5,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
641,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of California--Riverside,Not Placed,0,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
642,Alexander Lee,Male,26,Bachelor's,Information Technology,University of Delaware,Placed,65000,3.7,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
643,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of California--San Francisco,Placed,66000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
644,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of Texas--Dallas,Placed,63000,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
645,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of Virginia,Placed,64000,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
646,Aiden Davis,Male,24,Bachelor's,Computer Science,University of Michigan--Ann Arbor,Placed,67000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
647,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of Pennsylvania,Not Placed,0,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
648,Jack Garcia,Male,26,Bachelor's,Information Technology,University of Washington,Placed,67000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
649,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of California--Berkeley,Placed,66000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
650,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of Illinois--Urbana-Champaign,Placed,65000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
651,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of Colorado--Boulder,Placed,66000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
652,Ava Lee,Female,24,Bachelor's,Information Technology,University of North Carolina--Chapel Hill,Not Placed,0,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
653,Liam Perez,Male,25,Bachelor's,Computer Science,University of Maryland--College Park,Placed,63000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
654,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of Rochester,Placed,62000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
655,Alexander Lee,Male,26,Bachelor's,Information Technology,University of California--Santa Cruz,Placed,60000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
656,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of Connecticut,Placed,61000,3.5,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
657,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of California--Riverside,Not Placed,0,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
658,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of Delaware,Placed,65000,3.7,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
659,Aiden Davis,Male,24,Bachelor's,Computer Science,University of California--San Francisco,Placed,66000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
660,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of Texas--Dallas,Placed,63000,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
661,Jack Garcia,Male,26,Bachelor's,Information Technology,University of Virginia,Placed,64000,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
662,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of Michigan--Ann Arbor,Placed,67000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
663,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of Pennsylvania,Not Placed,0,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
664,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of Washington,Placed,67000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
665,Ava Lee,Female,24,Bachelor's,Information Technology,University of California--Berkeley,Placed,66000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
666,Liam Perez,Male,25,Bachelor's,Computer Science,University of Illinois--Urbana-Champaign,Placed,65000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
667,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of Colorado--Boulder,Placed,66000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
668,Alexander Lee,Male,26,Bachelor's,Information Technology,University of North Carolina--Chapel Hill,Not Placed,0,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
669,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of Maryland--College Park,Placed,63000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
670,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of Rochester,Placed,62000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
671,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of California--Santa Cruz,Placed,60000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
672,Aiden Davis,Male,24,Bachelor's,Computer Science,University of Connecticut,Placed,61000,3.5,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
673,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of California--Riverside,Not Placed,0,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
674,Jack Garcia,Male,26,Bachelor's,Information Technology,University of Delaware,Placed,65000,3.7,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
675,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of California--San Francisco,Placed,66000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
676,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of Texas--Dallas,Placed,63000,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
677,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of Virginia,Placed,64000,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
678,Ava Lee,Female,24,Bachelor's,Information Technology,University of Michigan--Ann Arbor,Placed,67000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
679,Liam Perez,Male,25,Bachelor's,Computer Science,University of Pennsylvania,Not Placed,0,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
680,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of Washington,Placed,67000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
681,Alexander Lee,Male,26,Bachelor's,Information Technology,University of California--Berkeley,Placed,66000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
682,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of Illinois--Urbana-Champaign,Placed,65000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
683,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of Colorado--Boulder,Placed,66000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
684,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of North Carolina--Chapel Hill,Not Placed,0,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
685,Aiden Davis,Male,24,Bachelor's,Computer Science,University of Maryland--College Park,Placed,63000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
686,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of Rochester,Placed,62000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
687,Jack Garcia,Male,26,Bachelor's,Information Technology,University of California--Santa Cruz,Placed,60000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
688,Emma Lopez,Female,24,Bachelor's,Mechanical Engineering,University of Connecticut,Placed,61000,3.5,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
689,Oliver Rodriguez,Male,23,Bachelor's,Computer Science,University of California--Riverside,Not Placed,0,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
690,Chloe Hernandez,Female,26,Bachelor's,Electrical Engineering,University of Delaware,Placed,65000,3.7,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
691,Ava Lee,Female,24,Bachelor's,Information Technology,University of California--San Francisco,Placed,66000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
692,Liam Perez,Male,25,Bachelor's,Computer Science,University of Texas--Dallas,Placed,63000,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
693,Isabella Martinez,Female,23,Bachelor's,Electronics and Communication,University of Virginia,Placed,64000,3.9,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
694,Alexander Lee,Male,26,Bachelor's,Information Technology,University of Michigan--Ann Arbor,Placed,67000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
695,Sophia Johnson,Female,24,Bachelor's,Mechanical Engineering,University of Pennsylvania,Not Placed,0,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
696,Lucas Taylor,Male,23,Bachelor's,Computer Science,University of Washington,Placed,67000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
697,Emma Martinez,Female,26,Bachelor's,Electronics and Communication,University of California--Berkeley,Placed,66000,3.9,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
698,Aiden Davis,Male,24,Bachelor's,Computer Science,University of Illinois--Urbana-Champaign,Placed,65000,3.8,3,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
699,Mia Wilson,Female,23,Bachelor's,Electrical Engineering,University of Colorado--Boulder,Placed,66000,3.7,2,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
700,Jack Garcia,Male,26,Bachelor's,Information Technology,University of North Carolina--Chapel Hill,Not Placed,0,3.6,1,67.3033953488372,Central,66.3331627906977,Others,Science,Mkt&Fin,62.2781860465116
